fixture	sheet	target	kind	leg	reads	bytes	result
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	B1:B50	cells	C-fix+gate	reads=15	bytes=117378	Ok([SourceCell { address: Cell { row: Row(1), column: Column(1) }, cell: Value(Text("SELECT Something")) }, SourceCell { address: Cell { row: Row(2), column: Column(1) }, cell: Value(Text("Alabama")) }, SourceCell { address: Cell { row: Row(3), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(4), column: Column(1) }, cell: Formula(Formula { text: "B3&\" Matching List\"", kind: Scalar, cached: Some(Cache { value: Text("Alabama Matching List"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(6), column: Column(1) }, cell: Value(Text("Name & Number")) }, SourceCell { address: Cell { row: Row(7), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A8)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A8)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name1 - 101"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(8), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A9)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A9)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name2 - 102"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(9), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A10)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A10)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name3 - 103"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(10), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A11)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A11)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name4 - 104"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(11), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A12)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A12)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name5 - 105"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(12), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A13)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A13)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name6 - 106"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(13), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A14)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A14)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name7 - 107"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(14), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A15)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A15)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name8 - 108"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(15), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A16)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A16)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name9 - 109"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(16), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A17)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A17)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name10 - 110"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(17), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A18)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A18)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name11 - 111"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(18), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A19)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A19)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name12 - 112"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(19), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A20)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A20)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name13 - 113"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(20), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A21)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A21)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name14 - 114"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(21), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A22)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A22)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name15 - 115"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(22), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A23)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A23)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name16 - 116"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(23), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A24)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A24)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name17 - 117"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(24), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A25)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A25)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name18 - 118"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(25), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A26)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A26)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name19 - 119"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(26), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A27)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A27)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name20 - 120"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(27), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A28)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A28)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name21 - 121"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(28), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A29)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A29)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name22 - 122"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(29), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A30)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A30)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name23 - 123"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(30), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A31)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A31)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name24 - 124"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(31), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A32)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A32)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name25 - 125"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(32), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A33)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A33)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name26 - 126"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(33), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A34)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A34)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name27 - 127"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(34), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A35)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A35)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name28 - 128"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(35), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A36)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A36)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name29 - 129"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(36), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A37)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A37)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name30 - 130"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(37), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A38)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A38)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name31 - 131"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(38), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A39)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A39)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name32 - 132"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(39), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A40)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A40)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name33 - 133"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(40), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A41)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A41)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name34 - 134"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(41), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A42)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A42)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name35 - 135"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(42), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A43)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A43)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name36 - 136"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(43), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A44)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A44)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name37 - 137"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(44), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A45)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A45)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name38 - 138"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(45), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A46)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A46)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name39 - 139"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(46), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A47)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A47)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name40 - 140"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(47), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A48)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A48)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name41 - 141"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(48), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A49)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A49)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name42 - 142"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(49), column: Column(1) }, cell: Formula(Formula { text: "IF(ISNA(VLOOKUP(ROW($A50)-7,Query!$A:$N,4,FALSE)),\" \",VLOOKUP(ROW($A50)-7,Query!$A:$N,4,FALSE))", kind: Scalar, cached: Some(Cache { value: Text("name43 - 143"), origin: Stored, freshness: Unknown }) }) }])
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	B2	cell	A-base	reads=5	bytes=45219	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	B2	cell	B-fix	reads=15	bytes=117378	Ok(Stored(Value(Text("SELECT Something"))))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	B2	cell	C-fix+gate	reads=15	bytes=117378	Ok(Stored(Value(Text("SELECT Something"))))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	BA50	cell	A-base	reads=5	bytes=45219	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	BA50	cell	B-fix	reads=15	bytes=117378	Ok(Missing)
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	BA50	cell	C-fix+gate	reads=15	bytes=117378	Ok(Missing)
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	C3	cell	A-base	reads=5	bytes=45219	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	C3	cell	B-fix	reads=15	bytes=117378	Ok(Stored(Empty))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	C3	cell	C-fix+gate	reads=15	bytes=117378	Ok(Stored(Empty))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	D4	cell	A-base	reads=5	bytes=45219	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	D4	cell	B-fix	reads=15	bytes=117378	Ok(Stored(Empty))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	D4	cell	C-fix+gate	reads=15	bytes=117378	Ok(Stored(Empty))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	E5	cell	A-base	reads=5	bytes=45219	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	E5	cell	B-fix	reads=15	bytes=117378	Ok(Missing)
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	E5	cell	C-fix+gate	reads=15	bytes=117378	Ok(Missing)
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	H680	cell	A-base	reads=5	bytes=45219	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	H680	cell	B-fix	reads=15	bytes=117378	Ok(Missing)
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	H680	cell	C-fix+gate	reads=15	bytes=117378	Ok(Missing)
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	M29	cell	A-base	reads=5	bytes=45219	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	M29	cell	B-fix	reads=15	bytes=117378	Ok(Missing)
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	M29	cell	C-fix+gate	reads=15	bytes=117378	Ok(Missing)
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	Z100	cell	A-base	reads=5	bytes=45219	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	Z100	cell	B-fix	reads=15	bytes=117378	Ok(Missing)
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	Z100	cell	C-fix+gate	reads=15	bytes=117378	Ok(Missing)
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	Profile	A1	cell	A-base	reads=12	bytes=7729	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	Profile	A1	cell	B-fix	reads=21	bytes=42158	Ok(Missing)
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	Profile	A1	cell	C-fix+gate	reads=21	bytes=42158	Ok(Missing)
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	Profile	A1:E5	cells	A-base	reads=12	bytes=7729	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	Profile	A1:E5	cells	B-fix	reads=21	bytes=42158	Ok([SourceCell { address: Cell { row: Row(1), column: Column(1) }, cell: Value(Text("SELECT Something")) }, SourceCell { address: Cell { row: Row(1), column: Column(2) }, cell: Empty }, SourceCell { address: Cell { row: Row(1), column: Column(3) }, cell: Empty }, SourceCell { address: Cell { row: Row(1), column: Column(4) }, cell: Empty }, SourceCell { address: Cell { row: Row(2), column: Column(1) }, cell: Value(Text("All States")) }, SourceCell { address: Cell { row: Row(2), column: Column(2) }, cell: Empty }, SourceCell { address: Cell { row: Row(2), column: Column(3) }, cell: Empty }, SourceCell { address: Cell { row: Row(2), column: Column(4) }, cell: Empty }, SourceCell { address: Cell { row: Row(3), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(3), column: Column(2) }, cell: Empty }, SourceCell { address: Cell { row: Row(3), column: Column(3) }, cell: Empty }, SourceCell { address: Cell { row: Row(3), column: Column(4) }, cell: Empty }, SourceCell { address: Cell { row: Row(4), column: Column(1) }, cell: Formula(Formula { text: "B3&\" Summary by year\"", kind: Scalar, cached: Some(Cache { value: Text("All States Summary by year"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(4), column: Column(2) }, cell: Empty }])
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	Profile	A1:E5	cells	C-fix+gate	reads=21	bytes=42158	Ok([SourceCell { address: Cell { row: Row(1), column: Column(1) }, cell: Value(Text("SELECT Something")) }, SourceCell { address: Cell { row: Row(1), column: Column(2) }, cell: Empty }, SourceCell { address: Cell { row: Row(1), column: Column(3) }, cell: Empty }, SourceCell { address: Cell { row: Row(1), column: Column(4) }, cell: Empty }, SourceCell { address: Cell { row: Row(2), column: Column(1) }, cell: Value(Text("All States")) }, SourceCell { address: Cell { row: Row(2), column: Column(2) }, cell: Empty }, SourceCell { address: Cell { row: Row(2), column: Column(3) }, cell: Empty }, SourceCell { address: Cell { row: Row(2), column: Column(4) }, cell: Empty }, SourceCell { address: Cell { row: Row(3), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(3), column: Column(2) }, cell: Empty }, SourceCell { address: Cell { row: Row(3), column: Column(3) }, cell: Empty }, SourceCell { address: Cell { row: Row(3), column: Column(4) }, cell: Empty }, SourceCell { address: Cell { row: Row(4), column: Column(1) }, cell: Formula(Formula { text: "B3&\" Summary by year\"", kind: Scalar, cached: Some(Cache { value: Text("All States Summary by year"), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(4), column: Column(2) }, cell: Empty }])
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	Profile	A2	cell	A-base	reads=12	bytes=7729	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	Profile	A2	cell	B-fix	reads=21	bytes=42158	Ok(Missing)
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	Profile	A2	cell	C-fix+gate	reads=21	bytes=42158	Ok(Missing)
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	Profile	AA1	cell	A-base	reads=12	bytes=7729	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	Profile	AA1	cell	B-fix	reads=21	bytes=42158	Ok(Missing)
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	Profile	AA1	cell	C-fix+gate	reads=21	bytes=42158	Ok(Missing)
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	Profile	B1	cell	A-base	reads=12	bytes=7729	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	Profile	B1	cell	B-fix	reads=21	bytes=42158	Ok(Missing)
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	Profile	B1	cell	C-fix+gate	reads=21	bytes=42158	Ok(Missing)
test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	Profile	B1:B50	cells	A-base	reads=12	bytes=7729	Err(Invalid("worksheet mergeCells appears before sheetData"))
